timestamp,account_id,client_id,channel,eventtype,locationid,treatmentid
2016-06-26T14:34:09,A00000008,C00000011,Call,Offered,Center5,HomeLoan_Call_2
2016-07-05T11:49:55,A00000008,C00000011,Call,Offered,Center4,HomeLoan_Call_1
2017-11-09T08:55:04,A00000008,C00000011,Call,Offered,Center2,AutoLoan_Call_2
2018-02-07T16:12:46,A00000008,C00000011,Call,Offered,Center1,AutoLoan_Call_1
2016-07-05T11:52:55,A00000008,C00000011,Call,Considering,Center4,HomeLoan_Call_1
2018-12-13T11:38:01,A00000009,C00000012,Call,Lead,Center3,Credit_Call_1
2013-12-31T11:56:35,A00000009,C00000012,Call,Offered,Center1,AutoLoan_Call_2
2014-08-31T15:54:12,A00000009,C00000012,Call,Offered,Center3,AutoLoan_Call_1
2014-08-31T09:26:00,A00000009,C00000012,Call,Offered,Center3,HomeLoan_Call_2
2015-06-16T11:59:42,A00000009,C00000012,Call,Offered,Center2,AutoLoan_Call_1
2017-02-05T13:51:07,A00000009,C00000012,Call,Offered,Center3,Credit_Call_1
2018-04-14T14:04:30,A00000009,C00000012,Call,Offered,Center3,HomeLoan_Call_2
2018-10-28T14:09:21,A00000009,C00000012,Call,Offered,Center2,Deposit_Call_1
2018-12-13T11:25:01,A00000009,C00000012,Call,Offered,Center3,Credit_Call_1
2018-12-13T11:33:01,A00000009,C00000012,Call,Considering,Center3,Credit_Call_1
2017-10-31T12:25:40,A00000010,C00000013,Call,Lead,Center1,Investing_Call_1
2017-04-25T15:34:13,A00000010,C00000013,Call,Offered,Center1,HomeLoan_Call_2
2017-05-31T09:13:18,A00000010,C00000013,Call,Offered,Center2,Deposit_Call_2
2017-10-31T12:12:40,A00000010,C00000013,Call,Offered,Center1,Investing_Call_1
2017-05-31T09:15:18,A00000010,C00000013,Call,Considering,Center2,Deposit_Call_2
2017-10-31T12:20:40,A00000010,C00000013,Call,Considering,Center1,Investing_Call_1
2016-10-13T16:43:07,A00000011,C00000014,Call,Offered,Center2,HomeLoan_Call_1
2017-12-31T12:03:48,A00000011,C00000014,Call,Offered,Center2,Credit_Call_2
2018-11-30T12:44:23,A00000011,C00000014,Call,Offered,Center3,Deposit_Call_2
2017-07-31T11:31:27,A00000012,C00000015,Call,Offered,Center3,HomeLoan_Call_1
2017-12-13T12:59:57,A00000012,C00000016,Call,Offered,Center4,Deposit_Call_1
2018-02-28T14:30:34,A00000012,C00000016,Call,Offered,Center2,Deposit_Call_1
2018-05-13T14:39:50,A00000012,C00000016,Call,Offered,Center3,HomeLoan_Call_1
2018-09-05T14:05:04,A00000012,C00000016,Call,Offered,Center4,HomeLoan_Call_1
2017-11-09T12:10:17,A00000013,C00000018,Call,Offered,Center2,HomeLoan_Call_1
2018-01-28T09:34:14,A00000013,C00000018,Call,Offered,Center3,HomeLoan_Call_1
2018-03-15T15:37:27,A00000013,C00000018,Call,Offered,Center4,Credit_Call_1
2017-11-09T12:18:17,A00000013,C00000018,Call,Considering,Center2,HomeLoan_Call_1
2017-09-30T08:02:28,A00000014,C00000019,Call,Offered,Center2,Deposit_Call_1
2017-01-20T08:10:07,A00000015,C00000020,Call,Conversion,Center3,Deposit_Call_1
2017-01-11T08:10:07,A00000015,C00000020,Call,Lead,Center3,Deposit_Call_1
2014-09-06T15:39:11,A00000015,C00000020,Call,Offered,Center3,Deposit_Call_1
2014-09-27T16:10:20,A00000015,C00000020,Call,Offered,Center3,AutoLoan_Call_2
2014-11-26T15:16:15,A00000015,C00000020,Call,Offered,Center3,Credit_Call_2
2016-01-20T16:39:45,A00000015,C00000020,Call,Offered,Center3,Credit_Call_1
2016-02-19T12:53:56,A00000015,C00000020,Call,Offered,Center1,Credit_Call_2
2016-06-30T15:59:35,A00000015,C00000020,Call,Offered,Center2,Deposit_Call_2
2017-01-11T08:02:07,A00000015,C00000020,Call,Offered,Center3,Deposit_Call_1
2018-04-06T12:32:46,A00000015,C00000020,Call,Offered,Center3,Deposit_Call_1
2018-05-06T13:33:54,A00000015,C00000020,Call,Offered,Center3,Deposit_Call_2
2017-01-11T08:05:07,A00000015,C00000020,Call,Considering,Center3,Deposit_Call_1
2017-12-14T09:14:52,A00000016,C00000021,Call,Conversion,Center3,Credit_Call_2
2017-12-06T09:14:52,A00000016,C00000021,Call,Lead,Center3,Credit_Call_2
2017-12-06T09:04:52,A00000016,C00000021,Call,Offered,Center3,Credit_Call_2
2017-12-06T09:08:52,A00000016,C00000021,Call,Considering,Center3,Credit_Call_2
2018-11-30T08:46:03,A00000017,C00000023,Call,Offered,Center2,Deposit_Call_2
2018-11-30T08:50:03,A00000017,C00000023,Call,Considering,Center2,Deposit_Call_2
2013-06-25T09:58:23,A00000018,C00000024,Call,Offered,Center2,Credit_Call_1
2014-06-30T14:19:48,A00000018,C00000024,Call,Offered,Center2,Credit_Call_2
2015-01-16T08:25:51,A00000018,C00000024,Call,Offered,Center2,AutoLoan_Call_2
2015-11-07T13:40:50,A00000018,C00000024,Call,Offered,Center1,Credit_Call_2
2017-01-15T09:25:57,A00000018,C00000024,Call,Offered,Center2,Credit_Call_1
2017-12-08T16:06:14,A00000018,C00000024,Call,Offered,Center1,HomeLoan_Call_2
2018-02-07T13:54:15,A00000018,C00000024,Call,Offered,Center2,HomeLoan_Call_2
2015-11-30T08:24:54,A00000019,C00000025,Call,Offered,Center4,Deposit_Call_1
2016-01-12T15:47:25,A00000019,C00000025,Call,Offered,Center4,HomeLoan_Call_1
2016-09-08T11:55:15,A00000019,C00000025,Call,Offered,Center3,Credit_Call_1
2017-01-10T14:08:46,A00000019,C00000025,Call,Offered,Center2,AutoLoan_Call_1
2017-03-27T08:48:02,A00000019,C00000025,Call,Offered,Center2,Credit_Call_1
2017-10-31T09:26:44,A00000019,C00000025,Call,Offered,Center5,HomeLoan_Call_1
2018-01-31T15:24:59,A00000019,C00000025,Call,Offered,Center3,Deposit_Call_1
2018-05-31T16:37:00,A00000019,C00000025,Call,Offered,Center5,HomeLoan_Call_2
2018-12-31T11:40:56,A00000019,C00000025,Call,Offered,Center2,Investing_Call_2
2016-09-08T11:59:15,A00000019,C00000025,Call,Considering,Center3,Credit_Call_1
2018-12-31T11:45:56,A00000019,C00000025,Call,Considering,Center2,Investing_Call_2
2017-04-14T09:13:43,A00000020,C00000026,Call,Offered,Center3,HomeLoan_Call_2
2017-11-30T08:52:52,A00000020,C00000026,Call,Offered,Center3,Credit_Call_2
2018-01-14T16:47:35,A00000020,C00000026,Call,Offered,Center4,Credit_Call_1
2018-07-04T15:20:29,A00000021,C00000027,Call,Offered,Center1,Credit_Call_2
2014-07-12T15:43:51,A00000022,C00000028,Call,Offered,Center3,HomeLoan_Call_2
2016-05-23T14:15:33,A00000022,C00000028,Call,Offered,Center1,Credit_Call_1
2016-06-10T16:20:55,A00000022,C00000028,Call,Offered,Center3,Deposit_Call_1
2016-12-07T08:59:13,A00000022,C00000028,Call,Offered,Center1,HomeLoan_Call_1
2016-12-10T10:21:18,A00000022,C00000028,Call,Offered,Center2,AutoLoan_Call_2
2014-08-09T14:28:00,A00000023,C00000029,Call,Offered,Center3,HomeLoan_Call_2
2016-11-09T11:37:56,A00000023,C00000029,Call,Offered,Center4,HomeLoan_Call_1
2016-12-02T09:24:19,A00000023,C00000029,Call,Offered,Center2,Credit_Call_1
2017-05-01T14:58:39,A00000023,C00000029,Call,Offered,Center4,Deposit_Call_2
2017-07-09T09:16:51,A00000023,C00000029,Call,Offered,Center1,HomeLoan_Call_2
2017-12-27T14:12:38,A00000023,C00000029,Call,Offered,Center2,HomeLoan_Call_2
2017-02-03T16:28:36,A00000024,C00000030,Call,Offered,Center2,Investing_Call_2
2017-04-06T09:42:31,A00000024,C00000030,Call,Offered,Center3,Credit_Call_1
2017-10-06T08:50:32,A00000024,C00000030,Call,Offered,Center4,HomeLoan_Call_2
2017-12-31T12:08:31,A00000024,C00000030,Call,Offered,Center2,AutoLoan_Call_2
2018-06-08T15:03:21,A00000024,C00000030,Call,Offered,Center2,HomeLoan_Call_1
2016-10-31T09:46:06,A00000025,C00000031,Call,Offered,Center3,Deposit_Call_2
2018-11-30T11:20:42,A00000025,C00000031,Call,Offered,Center4,Credit_Call_2
2016-10-31T09:55:06,A00000025,C00000031,Call,Considering,Center3,Deposit_Call_2
2014-05-12T12:27:47,A00000026,C00000032,Call,Offered,Center3,Deposit_Call_2
2016-08-22T15:10:34,A00000026,C00000032,Call,Offered,Center2,Deposit_Call_2
2016-11-06T14:53:45,A00000026,C00000032,Call,Offered,Center1,HomeLoan_Call_2
2014-03-08T11:45:00,A00000027,C00000033,Call,Lead,Center3,Credit_Call_1
2017-04-30T11:51:03,A00000027,C00000033,Call,Lead,Center2,Deposit_Call_1
2014-01-24T11:52:30,A00000027,C00000033,Call,Offered,Center2,Deposit_Call_2
2014-03-08T11:38:00,A00000027,C00000033,Call,Offered,Center3,Credit_Call_1
2015-09-22T16:56:03,A00000027,C00000033,Call,Offered,Center3,Deposit_Call_1
2015-12-08T14:39:38,A00000027,C00000033,Call,Offered,Center4,Deposit_Call_1
2016-01-05T11:55:37,A00000027,C00000033,Call,Offered,Center1,Credit_Call_1
2016-01-25T10:33:37,A00000027,C00000033,Call,Offered,Center4,Credit_Call_2
2017-04-30T11:48:03,A00000027,C00000033,Call,Offered,Center2,Deposit_Call_1
2017-10-31T13:17:30,A00000027,C00000033,Call,Offered,Center3,Credit_Call_2
2017-12-31T15:11:32,A00000027,C00000033,Call,Offered,Center2,HomeLoan_Call_1
2018-09-30T10:56:45,A00000027,C00000033,Call,Offered,Center1,Deposit_Call_2
2014-01-24T11:60:30,A00000027,C00000033,Call,Considering,Center2,Deposit_Call_2
2014-03-08T11:43:00,A00000027,C00000033,Call,Considering,Center3,Credit_Call_1
2017-04-30T11:49:03,A00000027,C00000033,Call,Considering,Center2,Deposit_Call_1
2015-06-10T11:56:53,A00000029,C00000037,Call,Offered,Center3,HomeLoan_Call_2
2016-01-19T10:29:51,A00000029,C00000037,Call,Offered,Center1,Investing_Call_1
2016-03-31T13:12:52,A00000029,C00000037,Call,Offered,Center3,AutoLoan_Call_1
2016-12-08T13:52:51,A00000029,C00000037,Call,Offered,Center5,HomeLoan_Call_2
2017-03-13T13:02:06,A00000029,C00000037,Call,Offered,Center1,Credit_Call_2
2018-04-30T16:20:24,A00000029,C00000037,Call,Offered,Center3,Credit_Call_2
2018-07-31T14:33:26,A00000029,C00000037,Call,Offered,Center2,AutoLoan_Call_1
2015-06-30T14:40:42,A00000030,C00000038,Call,Offered,Center4,HomeLoan_Call_2
2016-07-26T15:45:05,A00000030,C00000038,Call,Offered,Center2,HomeLoan_Call_2
2016-12-19T16:53:30,A00000030,C00000038,Call,Offered,Center3,HomeLoan_Call_2
2018-03-31T10:16:46,A00000030,C00000038,Call,Offered,Center1,AutoLoan_Call_2
2018-09-08T09:05:25,A00000030,C00000038,Call,Offered,Center1,AutoLoan_Call_2
2018-10-14T13:39:06,A00000030,C00000038,Call,Offered,Center2,Investing_Call_2
2018-03-31T10:23:46,A00000030,C00000038,Call,Considering,Center1,AutoLoan_Call_2
2015-01-12T09:50:37,A00000031,C00000039,Call,Lead,Center1,AutoLoan_Call_1
2014-12-15T08:33:59,A00000031,C00000039,Call,Offered,Center1,AutoLoan_Call_2
2015-01-12T09:38:37,A00000031,C00000039,Call,Offered,Center1,AutoLoan_Call_1
2015-05-22T09:12:03,A00000031,C00000039,Call,Offered,Center4,Credit_Call_1
2017-02-28T13:01:32,A00000031,C00000039,Call,Offered,Center2,AutoLoan_Call_2
2017-08-12T10:35:15,A00000031,C00000039,Call,Offered,Center1,HomeLoan_Call_1
2017-08-31T10:43:33,A00000031,C00000039,Call,Offered,Center2,Credit_Call_2
2015-01-12T09:48:37,A00000031,C00000039,Call,Considering,Center1,AutoLoan_Call_1
2017-09-30T13:56:11,A00000032,C00000040,Call,Offered,Center2,Deposit_Call_1
2017-10-31T14:48:44,A00000032,C00000040,Call,Offered,Center3,Credit_Call_1
2018-05-31T09:46:56,A00000032,C00000040,Call,Offered,Center3,HomeLoan_Call_2
2014-03-08T10:15:48,A00000033,C00000041,Call,Offered,Center3,AutoLoan_Call_2
2015-04-18T14:44:13,A00000033,C00000041,Call,Offered,Center3,Credit_Call_1
2015-05-31T15:24:26,A00000033,C00000041,Call,Offered,Center2,Credit_Call_2
2016-10-09T10:50:31,A00000033,C00000041,Call,Offered,Center2,Deposit_Call_1
2017-07-08T08:11:11,A00000033,C00000041,Call,Offered,Center3,Deposit_Call_1
2017-12-31T16:50:17,A00000033,C00000041,Call,Offered,Center5,AutoLoan_Call_2
2014-03-08T10:19:48,A00000033,C00000041,Call,Considering,Center3,AutoLoan_Call_2
2015-05-10T08:41:58,A00000034,C00000042,Call,Lead,Center1,Credit_Call_1
2014-03-31T11:23:23,A00000034,C00000042,Call,Offered,Center5,Credit_Call_1
2015-05-10T08:36:58,A00000034,C00000042,Call,Offered,Center1,Credit_Call_1
2017-02-11T09:30:57,A00000034,C00000042,Call,Offered,Center2,Credit_Call_2
2017-08-31T12:47:29,A00000034,C00000042,Call,Offered,Center3,AutoLoan_Call_1
2018-05-11T15:05:23,A00000034,C00000042,Call,Offered,Center2,Deposit_Call_1
2018-09-30T10:47:16,A00000034,C00000042,Call,Offered,Center3,HomeLoan_Call_2
2018-10-21T12:14:13,A00000034,C00000042,Call,Offered,Center3,Credit_Call_2
2018-12-11T10:19:10,A00000034,C00000042,Call,Offered,Center4,Credit_Call_1
2015-05-10T08:39:58,A00000034,C00000042,Call,Considering,Center1,Credit_Call_1
2015-10-05T12:36:48,A00000035,C00000043,Call,Lead,Center1,HomeLoan_Call_2
2014-11-30T11:22:59,A00000035,C00000043,Call,Offered,Center4,Credit_Call_1
2015-10-05T12:29:48,A00000035,C00000043,Call,Offered,Center1,HomeLoan_Call_2
2016-03-09T14:00:08,A00000035,C00000043,Call,Offered,Center2,AutoLoan_Call_1
2017-04-13T08:32:28,A00000035,C00000043,Call,Offered,Center4,HomeLoan_Call_1
2018-01-05T11:42:07,A00000035,C00000043,Call,Offered,Center4,Deposit_Call_1
2018-04-05T16:30:60,A00000035,C00000043,Call,Offered,Center1,Investing_Call_1
2018-04-13T13:31:36,A00000035,C00000043,Call,Offered,Center2,HomeLoan_Call_2
2018-05-09T13:31:26,A00000035,C00000043,Call,Offered,Center5,Deposit_Call_2
2018-09-30T16:47:24,A00000035,C00000043,Call,Offered,Center1,Credit_Call_1
2014-11-30T11:33:59,A00000035,C00000043,Call,Considering,Center4,Credit_Call_1
2015-10-05T12:32:48,A00000035,C00000043,Call,Considering,Center1,HomeLoan_Call_2
2016-01-31T12:49:11,A00000036,C00000044,Call,Lead,Center4,Credit_Call_1
2013-10-29T11:59:12,A00000036,C00000044,Call,Offered,Center3,Deposit_Call_1
2014-03-05T15:18:30,A00000036,C00000044,Call,Offered,Center2,HomeLoan_Call_2
2015-01-22T15:60:23,A00000036,C00000044,Call,Offered,Center2,AutoLoan_Call_1
2016-01-31T12:37:11,A00000036,C00000044,Call,Offered,Center4,Credit_Call_1
2018-08-05T10:45:44,A00000036,C00000044,Call,Offered,Center2,AutoLoan_Call_1
2016-01-31T12:45:11,A00000036,C00000044,Call,Considering,Center4,Credit_Call_1
2018-02-09T10:51:31,A00000037,C00000045,Call,Offered,Center3,Deposit_Call_2
2018-04-29T10:53:51,A00000037,C00000045,Call,Offered,Center2,HomeLoan_Call_1
2017-09-30T14:29:01,A00000038,C00000046,Call,Offered,Center3,AutoLoan_Call_1
2018-06-12T16:44:26,A00000038,C00000046,Call,Offered,Center3,Deposit_Call_1
2018-09-30T13:54:35,A00000038,C00000046,Call,Offered,Center5,HomeLoan_Call_2
2018-10-13T13:01:21,A00000038,C00000046,Call,Offered,Center2,AutoLoan_Call_1
2014-05-08T15:20:36,A00000039,C00000047,Call,Offered,Center4,Credit_Call_1
2014-07-16T09:00:58,A00000039,C00000047,Call,Offered,Center3,Deposit_Call_1
2016-11-05T15:46:11,A00000039,C00000047,Call,Offered,Center3,HomeLoan_Call_2
2017-05-14T11:14:22,A00000039,C00000047,Call,Offered,Center5,Credit_Call_2
2017-12-30T12:31:22,A00000039,C00000047,Call,Offered,Center4,Deposit_Call_2
2014-07-16T09:03:58,A00000039,C00000047,Call,Considering,Center3,Deposit_Call_1
2015-09-15T10:46:15,A00000040,C00000048,Call,Lead,Center3,Credit_Call_1
2018-03-31T11:14:52,A00000040,C00000048,Call,Lead,Center1,HomeLoan_Call_1
2018-04-05T08:16:56,A00000040,C00000048,Call,Lead,Center2,AutoLoan_Call_1
2014-10-31T09:54:02,A00000040,C00000048,Call,Offered,Center2,Deposit_Call_2
2015-09-15T10:36:15,A00000040,C00000048,Call,Offered,Center3,Credit_Call_1
2018-03-31T11:05:52,A00000040,C00000048,Call,Offered,Center1,HomeLoan_Call_1
2018-04-05T08:10:56,A00000040,C00000048,Call,Offered,Center2,AutoLoan_Call_1
2015-09-15T10:40:15,A00000040,C00000048,Call,Considering,Center3,Credit_Call_1
2018-03-31T11:10:52,A00000040,C00000048,Call,Considering,Center1,HomeLoan_Call_1
2018-04-05T08:15:56,A00000040,C00000048,Call,Considering,Center2,AutoLoan_Call_1
2018-06-07T08:49:50,A00000041,C00000049,Call,Offered,Center1,Credit_Call_2
2017-05-13T09:58:59,A00000042,C00000050,Call,Offered,Center2,HomeLoan_Call_1
2017-10-31T09:03:44,A00000042,C00000050,Call,Offered,Center4,Credit_Call_2
2018-06-08T11:38:14,A00000042,C00000050,Call,Offered,Center4,AutoLoan_Call_1
2014-07-13T11:54:40,A00000043,C00000051,Call,Offered,Center3,Credit_Call_2
2014-11-13T14:32:58,A00000043,C00000051,Call,Offered,Center3,Deposit_Call_2
2015-12-31T10:53:42,A00000043,C00000051,Call,Offered,Center3,Credit_Call_2
2016-01-14T16:46:38,A00000043,C00000051,Call,Offered,Center1,AutoLoan_Call_1
2017-11-30T08:04:46,A00000043,C00000051,Call,Offered,Center1,Deposit_Call_2
2018-02-05T10:09:34,A00000043,C00000051,Call,Offered,Center1,Credit_Call_2
2017-11-30T08:11:46,A00000043,C00000051,Call,Considering,Center1,Deposit_Call_2
2018-02-05T10:15:34,A00000043,C00000051,Call,Considering,Center1,Credit_Call_2
2013-11-08T16:05:06,A00000044,C00000052,Call,Offered,Center4,Deposit_Call_2
2014-03-31T13:03:19,A00000044,C00000052,Call,Offered,Center2,Credit_Call_2
2014-04-30T13:11:54,A00000044,C00000052,Call,Offered,Center1,HomeLoan_Call_2
2015-02-05T16:12:35,A00000044,C00000052,Call,Offered,Center2,Investing_Call_1
2017-01-20T16:57:33,A00000044,C00000052,Call,Offered,Center2,HomeLoan_Call_1
2017-06-05T12:50:02,A00000044,C00000052,Call,Offered,Center1,Deposit_Call_2
2017-06-05T12:60:02,A00000044,C00000052,Call,Considering,Center1,Deposit_Call_2
2018-06-15T12:29:03,A00000045,C00000053,Call,Offered,Center2,Credit_Call_2
2018-06-30T12:06:04,A00000045,C00000053,Call,Offered,Center2,HomeLoan_Call_2
2018-11-30T11:24:25,A00000045,C00000053,Call,Offered,Center2,AutoLoan_Call_2
2013-11-30T12:50:29,A00000047,C00000055,Call,Lead,Center3,HomeLoan_Call_1
2013-11-30T12:38:29,A00000047,C00000055,Call,Offered,Center3,HomeLoan_Call_1
2014-04-06T09:46:25,A00000047,C00000055,Call,Offered,Center1,AutoLoan_Call_1
2014-06-11T16:16:49,A00000047,C00000055,Call,Offered,Center3,HomeLoan_Call_1
2014-11-30T14:41:39,A00000047,C00000055,Call,Offered,Center5,HomeLoan_Call_2
2014-12-05T15:11:21,A00000047,C00000055,Call,Offered,Center3,HomeLoan_Call_2
2015-11-26T16:44:40,A00000047,C00000055,Call,Offered,Center1,Credit_Call_2
2016-07-06T15:03:00,A00000047,C00000055,Call,Offered,Center5,Credit_Call_2
2016-09-21T11:27:37,A00000047,C00000055,Call,Offered,Center3,HomeLoan_Call_2
2016-10-11T16:40:50,A00000047,C00000055,Call,Offered,Center1,HomeLoan_Call_2
2017-02-28T15:05:16,A00000047,C00000055,Call,Offered,Center2,AutoLoan_Call_2
2017-03-13T15:29:14,A00000047,C00000055,Call,Offered,Center3,HomeLoan_Call_2
2017-04-30T12:45:24,A00000047,C00000055,Call,Offered,Center1,HomeLoan_Call_1
2017-05-29T15:06:43,A00000047,C00000055,Call,Offered,Center3,Credit_Call_1
2017-10-11T16:09:40,A00000047,C00000055,Call,Offered,Center3,HomeLoan_Call_2
2017-12-31T15:26:19,A00000047,C00000055,Call,Offered,Center2,Investing_Call_2
2018-05-05T09:38:58,A00000047,C00000055,Call,Offered,Center3,HomeLoan_Call_2
2013-11-30T12:45:29,A00000047,C00000055,Call,Considering,Center3,HomeLoan_Call_1
2017-12-31T10:57:60,A00000048,C00000056,Call,Lead,Center4,AutoLoan_Call_1
2017-12-31T10:44:60,A00000048,C00000057,Call,Offered,Center4,AutoLoan_Call_1
2018-07-10T15:53:24,A00000048,C00000057,Call,Offered,Center3,Deposit_Call_2
2017-12-31T10:53:60,A00000048,C00000057,Call,Considering,Center4,AutoLoan_Call_1
2017-11-10T11:58:29,A00000049,C00000058,Call,Offered,Center3,HomeLoan_Call_2
2017-12-31T14:39:16,A00000049,C00000058,Call,Offered,Center3,Investing_Call_2
2018-01-19T15:22:36,A00000049,C00000058,Call,Offered,Center3,Deposit_Call_2
2018-05-28T10:51:33,A00000049,C00000058,Call,Offered,Center1,AutoLoan_Call_2
2015-07-31T12:05:02,A00000050,C00000059,Call,Lead,Center1,AutoLoan_Call_1
2014-12-25T14:30:08,A00000050,C00000059,Call,Offered,Center3,HomeLoan_Call_2
2015-06-12T16:49:15,A00000050,C00000059,Call,Offered,Center3,HomeLoan_Call_2
2015-07-31T12:00:02,A00000050,C00000059,Call,Offered,Center1,AutoLoan_Call_1
2015-08-31T13:45:32,A00000050,C00000059,Call,Offered,Center2,HomeLoan_Call_2
2017-10-31T13:11:33,A00000050,C00000059,Call,Offered,Center1,Deposit_Call_1
2018-01-26T15:16:58,A00000050,C00000059,Call,Offered,Center1,Credit_Call_2
2018-01-31T13:42:53,A00000050,C00000059,Call,Offered,Center2,Credit_Call_1
2018-08-09T12:18:26,A00000050,C00000059,Call,Offered,Center2,Deposit_Call_2
2015-07-31T12:02:02,A00000050,C00000059,Call,Considering,Center1,AutoLoan_Call_1
2018-07-30T11:38:01,A00000051,C00000060,Call,Lead,Center3,Credit_Call_2
2017-02-12T11:58:09,A00000051,C00000060,Call,Offered,Center2,AutoLoan_Call_2
2017-03-31T15:39:36,A00000051,C00000060,Call,Offered,Center2,HomeLoan_Call_1
2017-04-30T14:38:35,A00000051,C00000060,Call,Offered,Center3,HomeLoan_Call_2
2018-06-27T16:00:26,A00000051,C00000060,Call,Offered,Center3,HomeLoan_Call_2
2018-07-30T11:31:01,A00000051,C00000060,Call,Offered,Center3,Credit_Call_2
2018-07-30T11:37:01,A00000051,C00000060,Call,Considering,Center3,Credit_Call_2
2017-10-31T08:46:12,A00000052,C00000061,Call,Lead,Center4,Credit_Call_2
2017-10-31T08:40:12,A00000052,C00000061,Call,Offered,Center4,Credit_Call_2
2018-01-04T15:08:59,A00000052,C00000061,Call,Offered,Center3,Deposit_Call_1
2017-10-31T08:43:12,A00000052,C00000061,Call,Considering,Center4,Credit_Call_2
2018-06-10T13:49:22,A00000053,C00000062,Call,Offered,Center3,HomeLoan_Call_1
2018-07-10T12:54:10,A00000053,C00000062,Call,Offered,Center3,HomeLoan_Call_2
2018-07-31T10:21:57,A00000053,C00000062,Call,Offered,Center2,HomeLoan_Call_1
2018-11-10T16:45:41,A00000053,C00000062,Call,Offered,Center1,HomeLoan_Call_1
